-4.370	31.649	0.690	0.195	-1.79277	0.063594	-0.06958
-8.060	30.132	0.716	0.202	-4.74861	0.068089	-0.07212
-5.750	30.974	0.712	0.169	-2.65631	0.070807	-0.10211
-6.730	30.508	0.697	0.176	-2.93303	0.070394	-0.08918
-5.600	31.401	0.707	0.189	-3.02025	0.064902	-0.08199
-4.930	31.708	0.711	0.191	-2.83315	0.065598	-0.08229
-7.330	31.044	0.705	0.181	-3.86235	0.052178	-0.09505
-0.730	33.067	0.672	0.221	-0.37488	0.046194	-0.04398
-6.580	31.123	0.731	0.201	-3.48906	0.074776	-0.0762
